	Name	Path	Lev1	Lev2	Lev3
K13025	ATP-dependent RNA helicase [EC:3.6.4.13]	Genetic Information Processing; Transcription; Spliceosome | Genetic Information Processing; Translation; RNA transport | Genetic Information Processing; Translation; mRNA surveillance pathway | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis | Brite Hierarchies; Protein families: genetic information processing; Translation factors	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13026	ATP-dependent RNA helicase DHX57 [EC:3.6.4.13]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers
K13037	L-alanine-L-anticapsin ligase [EC:6.3.2.49]	Metabolism; Biosynthesis of other secondary metabolites; Biosynthesis of secondary metabolites - unclassified	Metabolism	Biosynthesis of other secondary metabolites	Biosynthesis of secondary metabolites - unclassified
K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase [EC:4.1.1.36 6.3.2.5]	Metabolism; Metabolism of cofactors and vitamins; Pantothenate and CoA biosynthesis	Metabolism	Metabolism of cofactors and vitamins	Pantothenate and CoA biosynthesis
K13039	sulfopyruvate decarboxylase subunit beta [EC:4.1.1.79]	Metabolism; Energy metabolism; Methane metabolism	Metabolism	Energy metabolism	Methane metabolism
K13040	two-component system, LuxR family, sensor histidine kinase TtrS [EC:2.7.13.3]	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: metabolism; Protein kinases | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system	Brite Hierarchies	Signal transduction	Two-component system
K13041	two-component system, LuxR family, response regulator TtrR	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Two-component system	Environmental Information Processing	Signal transduction	Two-component system
K13043	N-succinyl-L-ornithine transcarbamylase [EC:2.1.3.11]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers
K13044	heterogeneous nuclear ribonucleoprotein A/B/D	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13046	tolkin [EC:3.4.24.-]	Brite Hierarchies; Protein families: metabolism; Peptidases	Brite Hierarchies	Protein families: metabolism	Peptidases
K13049	carboxypeptidase PM20D1 [EC:3.4.17.-]	Brite Hierarchies; Protein families: metabolism; Peptidases	Brite Hierarchies	Protein families: metabolism	Peptidases
K13050	proprotein convertase subtilisin/kexin type 9 [EC:3.4.21.-]	Organismal Systems; Digestive system; Cholesterol metabolism | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts	Brite Hierarchies	Digestive system	Cholesterol metabolism
K13051	beta-aspartyl-peptidase (threonine type) [EC:3.4.19.5]	Brite Hierarchies; Protein families: metabolism; Peptidases	Brite Hierarchies	Protein families: metabolism	Peptidases
K13052	cell division protein DivIC	Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	Brite Hierarchies	Protein families: genetic information processing	Chromosome and associated proteins
K13057	trehalose synthase [EC:2.4.1.245]	Metabolism; Carbohydrate metabolism; Starch and sucrose metabolism	Metabolism	Carbohydrate metabolism	Starch and sucrose metabolism
K13058	mannosylfructose-phosphate synthase [EC:2.4.1.246]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers
K13059	N-acetylhexosamine 1-kinase [EC:2.7.1.162]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers
K13069	diguanylate cyclase [EC:2.7.7.65]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	Not Included in Pathway or Brite	Unclassified: metabolism	Enzymes with EC numbers
K13070	momilactone-A synthase [EC:1.1.1.295]	Metabolism; Metabolism of terpenoids and polyketides; Diterpenoid biosynthesis	Metabolism	Metabolism of terpenoids and polyketides	Diterpenoid biosynthesis
K13075	N-acyl homoserine lactone hydrolase [EC:3.1.1.81]	Cellular Processes; Cellular community - prokaryotes; Quorum sensing	Cellular Processes	Cellular community - prokaryotes	Quorum sensing
K13080	flavanone 7-O-glucoside 2''-O-beta-L-rhamnosyltransferase [EC:2.4.1.236]	Metabolism; Biosynthesis of other secondary metabolites; Flavonoid biosynthesis | Metabolism; Biosynthesis of other secondary metabolites; Flavone and flavonol biosynthesis	Metabolism	Biosynthesis of other secondary metabolites	Flavonoid biosynthesis
K13085	phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]	Human Diseases; Infectious diseases: Bacterial; Salmonella infection | Human Diseases; Infectious diseases: Bacterial; Shigellosis | Human Diseases; Infectious diseases: Bacterial; Bacterial invasion of epithelial cells	Human Diseases	Infectious diseases: Bacterial	Salmonella infection
K13091	RNA-binding protein 39	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13093	HIV Tat-specific factor 1	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13094	RNA-binding protein 5/10	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13095	splicing factor 1	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13098	RNA-binding protein FUS	Human Diseases; Cancers: Overview; Transcriptional misregulation in cancer | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Human Diseases	Cancers: Overview	Transcriptional misregulation in cancer
K13100	pre-mRNA-splicing factor CWC22	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13102	DNA/RNA-binding protein KIN17	Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis	Brite Hierarchies	Protein families: genetic information processing	Messenger RNA biogenesis
K13103	tuftelin-interacting protein 11	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13106	pre-mRNA-splicing factor CWC26	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13107	RNA-binding motif protein, X-linked 2	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13108	smad nuclear-interacting protein 1	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13111	WD40 repeat-containing protein SMU1	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13113	ubiquitin-like protein 5	Organismal Systems; Aging; Longevity regulating pathway - worm | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Organismal Systems	Aging	Longevity regulating pathway - worm
K13115	coiled-coil domain-containing protein 130	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13116	ATP-dependent RNA helicase DDX41 [EC:3.6.4.13]	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13117	ATP-dependent RNA helicase DDX35 [EC:3.6.4.13]	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13124	mitogen-activated protein kinase organizer 1	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13125	nitric oxide synthase-interacting protein	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13126	polyadenylate-binding protein	Genetic Information Processing; Translation; RNA transport | Genetic Information Processing; Translation; mRNA surveillance pathway | Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Genetic Information Processing	Translation	RNA transport
K13131	ATP-dependent RNA helicase DDX20 [EC:3.6.4.13]	Genetic Information Processing; Translation; RNA transport | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Genetic Information Processing	Translation	RNA transport
K13137	serine-threonine kinase receptor-associated protein	Genetic Information Processing; Translation; RNA transport | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Genetic Information Processing	Translation	RNA transport
K13140	integrator complex subunit 3	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13148	integrator complex subunit 11 [EC:3.1.27.-]	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13161	heterogeneous nuclear ribonucleoprotein R	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13172	serine/arginine repetitive matrix protein 2	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13175	THO complex subunit 6	Genetic Information Processing; Translation; RNA transport | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	RNA transport
K13177	ATP-dependent RNA helicase DDX1 [EC:3.6.4.13]	Brite Hierarchies; Protein families: genetic information processing; Spliceosome | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13178	ATP-dependent RNA helicase DDX17 [EC:3.6.4.13]	Brite Hierarchies; Protein families: genetic information processing; Spliceosome	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13179	ATP-dependent RNA helicase DDX18/HAS1 [EC:3.6.4.13]	Brite Hierarchies; Protein families: genetic information processing; Spliceosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
K13181	ATP-dependent RNA helicase DDX27 [EC:3.6.4.13]	Brite Hierarchies; Protein families: genetic information processing; Spliceosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome biogenesis	Brite Hierarchies	Protein families: genetic information processing	Spliceosome
